amount,benefit,description_1,description_2,format,link,name,price,property_1,property_2,property_3,property_4,property_5,raters,rating,temperature,time
,,prepara tu te favorto de forma facil con la cuchara de medida perfecta. permite medir la cantidad exacta para la preparacion correcta del te. su material es de acero inoxidable.,echar en un taza la cantidad de cucharadas indicadas segun el te.,turquesa,https://adagio.cl/products/cuchara-gold-turquesa,cuchara medida perfecta dorada turquesa,3490,,,,,,2,5,,
,,travel mug trae un infusor en su interior y ademas tiene doble pared de acero inoxidable que mantiene la temperatura por minimo 4 horas. tomar te ahora es mucho mas facil y comodo gracias a su diseno ergonomico con boquilla. lleva tus tes adagio a todas partes.capacidad: 400 ml * no apto para lavavajillas.,"echar las hebras de te en el infusor de acero inoxidable. luego ponerlo dentro del travel, echar el agua caliente hasta la marca indicada. esperar el tiempo recomendado, sacar el infusor y estas listo para disfrutar de tu te durante el dia.",turquesa granito,https://adagio.cl/products/travel-mug-turquesa-granito-1,travel mug turquesa granito,19990,,,,,,,,,
,,travel mug trae un infusor en su interior y ademas tiene doble pared de acero inoxidable que mantiene la temperatura por minimo 4 horas. tomar te ahora es mucho mas facil y comodo gracias a su diseno ergonomico con boquilla. lleva tus tes adagio a todas partes.capacidad: 400 ml * no apto para lavavajillas.,"echar las hebras de te en el infusor de acero inoxidable. luego ponerlo dentro del travel, echar el agua caliente hasta la marca indicada. esperar el tiempo recomendado, sacar el infusor y estas listo para disfrutar de tu te durante el dia.",lila granito,https://adagio.cl/products/travel-mug-lila-granito,travel mug lila granito,19990,,,,,,,,,
,,prepara tu te favorto de forma facil con la cuchara de medida perfecta. permite medir la cantidad exacta para la preparacion correcta del te. su material es de acero inoxidable.,echar en un taza la cantidad de cucharadas indicadas segun el te.,lila,https://adagio.cl/products/cuchara-medida-perfecta-dorada-lila,cuchara medida perfecta dorada lila,3490,,,,,,,,,
"2,5g/250ml",oolong,"este te oolong ha sido preparado con los tes oolongs mas oscuros y oxidados de taiwan. junto con manzana, damasco, calendula y esencia natural de durazno. aparte de ser rico en antioxidantes, es depurativo, antiinflamatorio y ayuda a mejorar la digestion. con suaves notas de miel, presenta una delicada astringencia y un persistente aroma floral y frutal. una mezcla fresca y cautivante.","te oolong, trozos de manzana y damascos, flor de calendula y esencia natural de durazno.",57 gramos,https://adagio.cl/products/oolong-durazno,oolong durazno,5990,digestion,,,,,12,5,100 celsius,3-5 min
"2,5g/250ml",oolong,"este legendario te oolong originario de la provincia de fujian en china, ha sido nombrado tras la diosa de la misericordia, guan yin y conserva todas las propiedades antioxidantes, digestivas, depurativas y energizantes de un te oolong de baja oxidacion. para su produccion, se deben cumplir mas de una decena de pasos, que le otorgan finalmente un sabor calido, suave, floral y levemente astringente.","te oolong chino de baja oxidacion, de la region de fujian.",85 gramos,https://adagio.cl/products/ti-kuan-yin,ti kuan yin,12990,antioxidante,digestion,energizante,,,7,4.9,90 celsius,2-3 min
"2,5g/250ml",hierba,"trozos de manzana, rosa mosqueta, cranberries, hojas de menta, petalos de rosa, flor de calendula, cartamo y sabor natural a naranja y crema.","trozos de manzana, rosa mosqueta, cranberries, hojas de menta, petalos de rosa, flor de calendula, cartamo y sabor natural a naranja y crema.",57 gramos,https://adagio.cl/products/summer-night,summer night,5990,relajante,sin-cafeina,,,,,,100 celsius,5-10 min
2g por taza,hierba,"esta combinacion no solo te ayudara a conciliar mejor el sueno, sino que ademas posee propiedades antioxidantes, relajantes y antiinflamatorias. la delicada mezcla de manzanilla, menta, lavanda y otras delicadas hierbas, hacen que nuestra infusion 'buenas noches' sea ideal para antes de dormir y para disminuir el estres. perfecta para una noche de descanso reponedor. se recomienda consumir una hora antes de dormir. contraindicaciones: personas con hipotension.","honeybush, manzanilla, menta piperita, flores de la pasion, melisa, lavanda, cerezas y aciano azul.",57 gramos,https://adagio.cl/products/buenas-noches,buenas noches,5990,relajante,sin-cafeina,,,,174,4.9,100 celsius,5-10 min
"2,5g/250ml",blanco,"una combinacion primaveral con te blanco y sabores frescos, gracias a las frutas y petalos de rosa, de aroma floral, dulce y frutal. es alto en antioxidantes, diuretico y ayuda a reducir la presion arterial y el colesterol, es una infusion no solamente muy sabrosa sino que tambien beneficiosa para la salud.","te blanco, rosa mosqueta, pina, mango, arandanos, petalos de rosa, manzana, hibisco, aceites esenciales de mango y pina.",43 gramos,https://adagio.cl/products/blanco-eterna-primavera,blanco eterna primavera,Agotado,antioxidante,,,,,4,4,80 celsius,3-5 min
"2,5g/250ml",hierba,"el oasis de paz que se necesita para afrontar el estres de la vida moderna! la mezcla de hierbas, entre las que se incluyen la pasiflora y la lavanda es un aliado en la busqueda de la calma y el apoyo emocional que se necesita para afrontar el ajetreado dia a dia. destaca por sus propiedades antiinflamatorias y de fortalecimiento del sistema inmunologico.","rooibos, naranja, hibisco, hojas de menta, regaliz, escencia de limon, lavanda, flores de la pasion, cardo mariano y flores de calendula.",57 gramos,https://adagio.cl/products/day-dream,day dream,5990,relajante,sin-cafeina,,,,3,5,100 celsius,5-10 min
"2,5g/250ml",verde,"estas pequenas perlas enrrolladas a mano, provienen de la provincia de fujian, china. entre sus propiedades destaca su alto contenido de antioxidantes y ademas que ayuda a reducir el estres y a quemar grasas. cuando se les agrega agua, estas perlas se abren y despliegan un delicado aroma y sabor. las notas dulces y aromaticas del jazmin, se mezclan con el sabor clasico del te verde para un blend que logra el equilibrio perfecto entre aroma y sabor.","te verde con jazmin, proveniente de fujian, china.",85 gramos,https://adagio.cl/products/jasmine-pearls,jasmine pearls,12990,antioxidante,relajante,,,,7,4.4,90 celsius,3-5 min
"2,5g/250ml",rooibos,"en adagio teas quisimos representar la magia del eclipse. por eso creamos la variedad brightness, que representa al sol y la luz del dia. la mezcla de petalos de rosa, pina, coco, manzana, hibisco y rooibos te sorprenderan no solo por su sabor calido, frutal e intensamente aromatico sino tambien por sus beneficios antioxidantes, digestivos y relajantes. *no disponible con codigos de descuentos.*exlusivo online","rooibos, coco, trozos de manzana, trozos de pina, petalos de rosa, hibisco y sabor natural a coco y pina.",50 gramos,https://adagio.cl/products/brightness,brightness,5990,antioxidante,relajante,sin-cafeina,,,25,5,100 celsius,5-10 min
,,"una excelente seleccion de nuestra linea de teabags, en una caja perfecta para reutilizar.","24 teabags piramidales - 8 de cada variedad.buenas noches: honeybush, manzanilla, menta piperita, flores de la pasion, melisa, lavanda, cerezas y aciano azul.recovery: te verde, menta piperita, jengibre, cardamomo, hinojo, calendula, pimienta y clavos de olor.jump start: mate tostado, te negro, granos de cacao, canela, nuez de cola y cartamo.",,https://adagio.cl/products/triple-tin-wellness,triple tin wellness,Agotado,,,,,,1,5,,
,,"almacena el te de forma conveniente y segura en nuestros tarros metalicos. su pestillo facil de ajustar asegura un sello hermetico y meses de frescura para el producto, mientras que la cubierta transparente, que bloquea los rayos uv.capacidad: 4oz.",elige tu te favorito y guardalo en tu tarro metalico de color. estaras almacenandolo de forma segura.,nubes turquesa,https://adagio.cl/products/tarro-chico-diseno-nubes-turquesa,tarro chico diseno nubes turquesa,Agotado,,,,,,,,,
,,"almacena el te de forma conveniente y segura en nuestros tarros metalicos. su pestillo facil de ajustar asegura un sello hermetico y meses de frescura para el producto, mientras que la cubierta transparente, que bloquea los rayos uv. capacidad: 8oz",elige tu te favorito y guardalo en tu tarro metalico de color. estaras almacenandolo de forma segura.,,https://adagio.cl/products/tarro-grande-diseno-hojas,tarro grande diseno hojas,2990,,,,,,,,,
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 450 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",lila,https://adagio.cl/products/ingneuitea-transparente-lila,ingenuitea transparente lila,19990,,,,,,2,5,,
,,"almacena el te de forma conveniente y segura en nuestros tarros metalicos. su pestillo facil de ajustar asegura un sello hermetico y meses de frescura para el producto, mientras que la cubierta transparente, que bloquea los rayos uv. capacidad: 8oz",elige tu te favorito y guardalo en tu tarro metalico de color. estaras almacenandolo de forma segura.,,https://adagio.cl/products/tarro-grande-diseno-geometrico,tarro grande diseno geometrico,2990,,,,,,,,,
,,"almacena el te de forma conveniente y segura en nuestros tarros metalicos. su pestillo facil de ajustar asegura un sello hermetico y meses de frescura para el producto, mientras que la cubierta transparente, que bloquea los rayos uv.capacidad: 4oz.",elige tu te favorito y guardalo en tu tarro metalico de color. estaras almacenandolo de forma segura.,hojas naranjo,https://adagio.cl/products/tarro-chico-diseno-hojas-naranjo,tarro chico diseno hojas naranjo,2490,,,,,,,,,
,,"una excelente seleccion de nuestra linea de teabags, en una caja perfecta para reutilizar.","24 teabags piramidales - 8 de cada variedad.detox: rooibos verde, te verde, manzanilla, jengibre, menta piperita, cedron y cascara de limon.minty comfort: menta, equinacea, trozos de manzana, naranja, eucalipto, hierba de limon, escencia natural de naranja y bayas de enebra. skinny: pu erh dante, te azul, jengibre, manzana, te verde, yerba mate, naranja, canela, sabor natural a canela.",,https://adagio.cl/products/triple-tin-detox,triple tin detox,Agotado,,,,,,,,,
,,"el mug bhoro ha sido disenado para preparar el te de una manera simple, util y practica. contiene un infusor en su interior de acero inoxidable que permite filtrar todo tipo de tes y hierbas, ademas de una tapa de silicona para mantener su temperatura, que sirve tambien de posavaso para el infusor. capacidad: 470 ml.","echar el te en el infusor de acero inoxidable, ponerlo en la taza, echar agua a la temperatura recomendada, dejar infusionar segun el tiempo indicado y a disfrutar. una vez utilizado el infusor, puedes dejarlo reposar sobre la tapa de silicona.",iridescent lila,https://adagio.cl/products/mug-bhoro-iridescent-lila,mug bhoro iridescent lila,Agotado,,,,,,1,5,,
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 450 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",menta,https://adagio.cl/products/ingneuitea-transparente-menta,ingenuitea transparente menta,19990,,,,,,4,4.5,,
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 450 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",transparente,https://adagio.cl/products/ingenuitea-450-ml,ingenuitea transparente,19990,,,,,,8,5,,
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 450 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",full color lila,https://adagio.cl/products/ingneuitea-full-color-lila,ingenuitea full color lila,21990,,,,,,,,,
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 450 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",full color menta,https://adagio.cl/products/ingneuitea-full-color-menta,ingenuitea full color menta,21990,,,,,,,,,
"2,5g/250ml",verde,creamos una combinacion detox para ayudarte a eliminar toxinas y regular tu sistema digestivo. ademas posee propiedades antiinflamatorias gracias a la menta y la manzanilla. su consumo ideal es una hora antes de cada comida para obtener de la mejor forma sus beneficios.su consumo no tiene contraindicaciones.,"rooibos verde, te verde, manzanilla, jengibre, menta piperita, cedron y cascara de limon.",57 gramos,https://adagio.cl/products/so-good,detox,5990,antioxidante,digestion,,,,81,5,80 celsius,5 min
"2,5g/250ml",blanco,"toda una experiencia sensorial, que combina te blanco, y flores en delicadas bolitas que se abren al contacto con el agua. esta combinacion ademas posee propiedades super antioxidantes, ayuda a aliviar el estres y favorece la quema de grasas.","capullos de delicadas hojas de te blanco de la provincia de fujian, china.",85 gramos / 11 bolitas,https://adagio.cl/products/white-bloom-hebra,white bloom,9990,antioxidante,,,,,,,80 celsius,5-7 min
"2,5g/250ml",oolong,"combinamos te oolong puro con almendra para un blend de sabor floral y frutal a la vez. de propiedades antioxidantes y con beneficios digestivos, este te junto al aroma a almendra, recuerda a un redondeado y dulce sabor a mazapan. una infusion que es el complemento perfecto para el postre.","te oolong, esencia natural a almendras.",27 gramos,https://adagio.cl/products/oolong-almendra-medium,oolong almendra medium,3990,antioxidante,digestion,,,,,,100 celsius,3-5 min
"2,5g/250ml",negro,"toda una experiencia sensorial, que combina te negro de yunnan y flores en delicadas bolitas que se abren al contacto con el agua. esta combinacion ademas posee propiedades antioxidantes y energizante.","capullos de delicadas hojas de te negro de la provincia yunnan, china.",85 gramos / 11 bolitas,https://adagio.cl/products/red-bloom-hebra,red bloom,9990,antioxidante,energizante,,,,1,5,80 celsius,5-7 min
2g por taza,hierba,"la primavera ya llego y con ella un clima mas calido, mayor vegetacion y un aumento de luz natural. junto con estos cambios estacionales llega esta nueva infusion llena de antioxidantes con flores y hierbas que te acompanara estas tardes luminosas de primavera. una infusion relajante y naturalmente libre de cafeina mezclado con hojas de mora, menta, hibisco, flores de lavanda y petalos de rosa.","hojas de mora, menta, hibisco, flores de lavanda y petalos de rosa.",57 gramos,https://adagio.cl/products/feel-the-spring,feel the spring,Agotado,relajante,sin-cafeina,,,,,,100 celsius,5-10 min
"2,5g/250ml",oolong,"el quinto signo, el signo de fuego y el mas dominante del zodiaco. simbolizado por un leon, las personas nacidas entre el 23 de julio y el 22 de agosto, se caracterizan por ser autonomas, resueltas, ambiciosas y con mucha seguridad en si mismas. les gusta correr riesgos y saben perfectamente a donde quieren llegar y como quieren hacerlo. cuidado con el mal genio y la arrogancia, esa excesiva creencia en si mismos y aires de seguridad les puede terminar jugando en contra. relajate leo junto a este exquisito te oolong combinado con rooibos, naranja y manzanilla. el leon tambien necesita descansar y relajarse de vez en cuando.*no disponible con codigos de descuentos. *exclusivo online","te oolong, rooibos, manzanilla, naranja, cartamo, sabor natural a vainilla y naranja.",57 gramos,https://adagio.cl/products/leo,leo,5990,antioxidante,,,,,1,5,100 celsius,3-5 min
"2,5g/250ml",blanco,"toma un sorbo en una taza con nuestra albahaca fresa blanca! refrescantemente ligera y dulce, esta infusion seguramente hara sentir un cosquilleo en sus papilas gustativas. los sabores brillantes de la fresa se mezclan con la redondez de la albahaca para hacer una combinacion perfecta preparada tanto caliente como helada.","te blanco, hibisco, hierba de limon, albahaca, escaramujo, hojas de frambuesa, sabor a fresa natural y fresas",43 gramos,https://adagio.cl/products/blanco-frutilla-albahaca,blanco frutilla albahaca,Agotado,antioxidante,digestion,,,,2,5,80 celsius,3-5 min
"2,5g/250ml",oolong,"nuestro blackberry sage oolong es una mezcla encantadora inspirada en los sabores del bosque. con sus sabores audaces y terrosos de bayas y hierbas, es un te de base con un caracter complejo.","te oolong, salvia, hojas de frambuesa, sabor natural a mora y frambuesas.",57 gramos,https://adagio.cl/products/oolong-mora,oolong salvia mora,5990,digestion,,,,,1,2,100 celsius,3-5 min
"2,5g/250ml",blanco,"el tercer signo del zodiaco. el signo de los dos gemelos, de las dos caras. las dos caras de una personalidad intensa, inquieta y sociable. asi son los geminis, viven la vida con todos sus dobleces y complejidades, para muchos, un signo contradictorio.  les gustan los retos y proyectos nuevos pero muchas veces les falta la constancia para llegar hasta el final, se entusiasman con facilidad y de pronto viene el bajon. que mejor entonces que probar este te blanco con damasco, rosa mosqueta, trozos de manzana y sabor natural a durazno que les permitira a los geminis mantener el equilibrio emocional y fisico que se necesita para rendir en el dia a dia.  te invitamos a probarlo!*no disponible con codigos de descuentos. *exclusivo online","te blanco, white monkey, damasco, rosa mosqueta, petalos de rosa, flor de calendula, trozos de manzana y sabor natural a durazno.",57 gramos,https://adagio.cl/products/geminis,geminis,Agotado,antioxidante,,,,,1,5,80 celsius,2-3 min
"2,5g/250ml",verde,"el suave te verde combinado con la frescura del jazmin, nos permiten ofrecer un blend rico en antioxidantes, relajante y que ayuda a quemar grasas. aromatico y de sabor sutil pero inconfundible, las notas de jazmin combinan a la perfeccion con la sutileza del te verde.contenido: 10 teabags piramidales.","te verde chino aromatizado con flores de jazmin. este es un te verde de alto grado, con alto contenido en brotes.",10 teabags,https://adagio.cl/products/caja-10-teabags-verde-jazmin,caja 10 teabags verde jazmin,7990,antioxidante,relajante,,,,,,80 celsius,2-3 min
"2,5g/250ml",rooibos,"de nuestras infusiones mas populares, la mezcla de rooibos verde con cascara de naranja, y esencia de durazno y frutillas, es alto en antioxidantes y tambien es una excelente infusion digestiva, que ayuda a favorecer la eliminacion de grasas. su sabor frutal es ideal para disfrutar en cualquier momento del dia.contenido: 10 teabags piramidales.","rooibos verde, cascara de naranja, flor de calendula, frutillas y esencias naturales de duraznos, frutilla y naranja.",10 teabags,https://adagio.cl/products/caja-10-teabags-rooibos-verde-bonita,caja 10 teabags rooibos verde bonita,7990,relajante,sin-cafeina,,,,,,100 celsius,5 min
"2,5g/250ml",verde,"uno de nuestros tes mas populares! una mezclar rica en antioxidantes, diuretica, depurativa y que ayuda a reducir el estres. un balance perfecto entre lo acido y lo dulce de las frambuesas, con el toque fresco del te verde. una combinacion aromatica y sabrosa.","te verde, frambuesas, petalos de rosas y esencia natural de frambuesa",15 piramides,https://adagio.cl/products/verde-frambuesa-teabags,verde frambuesa teabags,Agotado,,,,,,,,80 celsius,2-3 min
"2,5g/250ml",oolong,"con los pies en la tierra. literalmente. el segundo signo del zodiaco es un signo de tierra que imprime en los nacidos entre el 19 de abril y 20 de mayo un caracter decidido, firme y pragmatico que los hace ser personas muy seguras de si mismas y con gran fuerza de voluntad.  de ideas fijas, buscan la estabilidad en la vida. necesitan sentirse seguros a la hora de actuar y es dificil hacerlos cambiar de parecer. por eso necesitan recurrir a productos que les ayuden a encontrar el foco y la calma para llevar a cabo esos proyectos e ideas que tienen en mente. el te tauro mezcla de oolong con te blanco y frutas sin duda los ayudara a encontrar esa serenidad pero a la vez diligencia para moverse en la vida.*no disponible con codigos de descuentos. *exclusivo online","te oolong, bai mu dan, silver needle, flor de calendula, trozos de manzana, damasco y sabor natural a durazno.",57 gramos,https://adagio.cl/products/tauro,tauro,5990,antioxidante,,,,,4,4.3,100 celsius,3-5 min
"2,5g/250ml",verde,"la combinacion perfecta de te verde -y su gran poder antioxidante, diuretico y fortalecedor del sistema inmune- con manzana, rosa y lychee, una fruta roja muy apreciada en china no solo por su sabor agridulce, sino tambien, por sus multiples propiedades antiinflamatorias y vasodilatadoras. rica en vitamina c, b y minerales.","te verde, trozos de manzana, petalos de rosa, sabor natural a lychee y rosa.",60 gramos,https://adagio.cl/products/sunrise,sunrise,Agotado,antioxidante,digestion,,,,1,5,100 celsius,5 min
"2,5g/250ml",verde,"te traemos una nueva forma de disfrutar el sabor de este delicioso postre y mejorar tu dia, con una mezcla perfecta de te verde, frutas y aroma a limon y sabor natural a crema (apto para veganos). antioxidante, refrescante, energizante y relajante. *exlusivo online","te verde, trozos de manzana, naranja, flor de calendula y sabor natural a crema, limon y vainilla.",70 gramos,https://adagio.cl/products/lemon-pie,lemon pie,5990,antioxidante,digestion,,,,1,4,80 celsius,2-3 min
"2,5g/250ml",rooibos,"nada mas delicioso que un queque recien salido del horno, ese aroma que impregna cualquier lugar, exactamente asi es nuestro nut banana, que mezcla sabores tan reconfortantes como el cacao, platano y castana. es una infusion que no contiene azucar ni cafeina, asi que es perfecta para tomar a cualquier hora del dia. este te te ayudara a aliviar estres, mejorar el humor y disminuir los niveles de colesterol.*exlusivo online","honeybush, trozos de manzana, canela, granos de cacao, flor de calendula y sabor natural a platano y castana.",70 gramos,https://adagio.cl/products/nut-banana,nut banana,5990,relajante,sin-cafeina,,,,2,5,100 celsius,5 min
"2,5g/250ml",rooibos,"un desayuno diferente y rico, asi definimos nuestro blueberry pancake, que combina sabores tan dulces como el arandano, vainilla, maple y rosa mosqueta. es como comerte un esponjoso y dulce pancake.  una experiencia deliciosa y beneficiosa! ayuda a mejorar el sistema inmunologico, es antioxidante y antiinflamatorio. *exlusivo online","honeybush, rosa mosqueta, trozos de manzana, arandanos, aciano azul, sabor a maple(o arce) y sabor natural a arandanos y vainilla",70 gramos,https://adagio.cl/products/blueberry-pancake,blueberry pancake,5990,relajante,sin-cafeina,,,,1,5,100 celsius,5-10 min
"2,5g/250ml",oolong,"este te es de color verde, dada su baja oxidacion. proviene de la region de ali shan, una de las zonas productoras de te mas famosas de taiwan y es producido artesanalmente. se cultiva en lo alto de las montanas cubiertas de neblina y en donde adquiere un sabor suave y floral.","te oolong puro de baja oxidacion, proveniente de la ali shan, taiwan.",85 gramos,https://adagio.cl/products/ali-shan,ali shan,19990,antioxidante,energizante,,,,5,5,90 celsius,2-3 min
"2,5g/250ml",oolong,"el milk oolong es relativamente nuevo en el mundo de los tes de taiwan y es apreciado por sus notas naturales a vapor de leche. de propiedades depurativas y antioxidantes, las hojas ligeramente tostadas y enrrolladas, entregan una infusion de cuerpo ligero con una textura dulce y un delicado aroma floral. tambien llamado jin xuan o golden lily.",fino te oolong puro con notas naturales a leche.,85 gramos,https://adagio.cl/products/milk-oolong,milk oolong,19990,antioxidante,,,,,4,3.3,90 celsius,2-3 min
"2,5g/250ml",rooibos,"de nuestras infusiones mas populares, la mezcla de rooibos verde con cascara de naranja, y esencia de durazno y frutillas, es alto en antioxidantes y tambien es una excelente infusion digestiva, que ayuda a favorecer la eliminacion de grasas. su sabor frutal es ideal para disfrutar en cualquier momento del dia.[/ingredientes][sabor]citrico durazno y frutilla[/sabor][aroma]frutal refrescante[/aroma][tiempo]5 min[/tiempo][temperatura]100 celsius[/temperatura][cantidad]2,5g/250ml[/cantidad][preparacion]infusionar a 100 celsiusc por 5 minutos.[/preparacion][pais][/pais][contenido]15 teabags piramidales.[/contenido][modouso][/modouso]",,15 piramides,https://adagio.cl/products/rooibos-verde-bonita-teabags,rooibos verde bonita teabags,Agotado,sin-cafeina,,,,,2,5,100 celsius,5 min
2g por taza,hierba,"la primavera ya llego y con ella un clima mas calido, mayor vegetacion y un aumento de luz natural. junto con estos cambios estacionales llega esta nueva infusion llena de antioxidantes con flores y hierbas que te acompanara estas tardes luminosas de primavera. una infusion relajante y naturalmente libre de cafeina mezclado con hojas de mora, menta, hibisco, flores de lavanda y petalos de rosa.","hojas de mora, menta, hibisco, flores de lavanda y petalos de rosa.",57 gramos,https://adagio.cl/products/feel-the-spring,feel the spring,Agotado,relajante,sin-cafeina,,,,,,100 celsius,5-10 min
"2,5g/250ml",verde,"toda una experiencia sensorial, que combina te verde, jazmin y flores en delicadas bolitas que se abren al contacto con el agua. esta combinacion ademas posee propiedades antioxidantes, ayuda a aliviar el estres y favorece la quema de grasas. el sabor a jazmin combinado con el te verde, ofrecen una mezcla delicada, intensa y aromatica.","te verde , jazmin y flores.",85 gramos,https://adagio.cl/products/jasmine-bloom,jasmine bloom,Agotado,relajante,,,,,4,4,80 celsius,5-7 min
"2,5g/250ml",verde,"esta mezcla de te verde sencha de origen japones, con arroz inflado tostado, es una combinacion clasica del pais asiatico. es naturalmente bajo en teina, y posee propiedades antioxidantes, diureticas y energizantes. antiguamente esta mezcla era consumida por los sectores mas pobres, ya que el arroz inflado servia para aumentar el volumen del te. se caracteriza por tener un sabor suave, herbal y fresco, levemente tostado gracias al arroz.","te verde japones, mezclado con arroz tostado e inflado.",85 gramos,https://adagio.cl/products/genmai-cha,genmai cha,5990,antioxidante,digestion,energizante,,,3,3.7,80 celsius,2 min
"2,5g/250ml",oolong,"nuestro formosa oolong es un te azul que viene de taiwan, isla anteriormente conocida como formosa (nombre dado por los exploradores portugueses de la isla y que significa 'hermoso'). rico en antioxidantes y con propiedades depurativas, este te de alta oxidacion posee notas a pasas y frutos maduros. de sabor dulce y persistente, y astringencia suave, refrescante y afrutada. este te si que es una excelente introduccion al te taiwanes.","te oolong puro, de alta oxidacion proveniente de taiwan.",57 gramos,https://adagio.cl/products/formosa-oolong,formosa oolong,5990,antioxidante,digestion,,,,4,5,100 celsius,3-5 min
"2,5g/250ml",oolong,"este legendario te oolong originario de la provincia de fujian en china, ha sido nombrado tras la diosa de la misericordia, guan yin y conserva todas las propiedades antioxidantes, digestivas, depurativas y energizantes de un te oolong de baja oxidacion. para su produccion, se deben cumplir mas de una decena de pasos, que le otorgan finalmente un sabor calido, suave, floral y levemente astringente.","te oolong chino de baja oxidacion, de la region de fujian.",85 gramos,https://adagio.cl/products/ti-kuan-yin,ti kuan yin,12990,antioxidante,digestion,energizante,,,7,4.9,90 celsius,2-3 min
"2,5g/250ml",verde,"este te proveniente de hangzhou en la provincia de zhejiang, china, es rico en antioxidantes, posee propiedades diureticas y ayuda a mejorar la concentracion e incrementar los niveles de energia. se trata de uno de los tes verdes mas famosos de china y presenta una forma muy particular ya que en el proceso de tostado, sus hojas son delicadamente aplastadas. es un proceso que se mantiene hace siglos por los maestros de te y le otorga un aroma tostado muy agradable y un sabor levemente dulce.","fino te verde puro proveniente de la provincia de zheijiang, china",85 gramos,https://adagio.cl/products/dragonwell,dragonwell,12990,antioxidante,energizante,,,,5,4.4,80 celsius,2 min
"2,5g/250ml",oolong,"el te oolong pouchong, proveniente de taiwan es una variedad mas suave que los oolong tradicionales y tiene un leve parecido al te verde dada su baja oxidacion. nuestro blend con coco deshidratado, es rico en antioxidantes y ayuda a bajar el colesterol malo. esta variedad de te oolong tiene notas de miel y flores, y se combina a la perfeccion con el sabor tropical del coco. el resultado es tranquilizante, suave y armonico.","te oolong pouchong, coco deshidratado y esencia natural de coco.",43 gramos,https://adagio.cl/products/oolong-coco-pouchong,oolong coco pouchong,Agotado,antioxidante,,,,,4,5,90 celsius,3-5 min
